task_id,region_id,slot_id,start_time,end_time,required_workers,weight,candidate_capacity,true_value
t76_018,76,53,31800,32399,1,1.7,9,0.5614
t43_046,43,70,42000,42599,1,2.3,13,0.5234
t44_079,44,29,17400,17999,1,2.87,11,0.4157
t64_100,64,105,63000,63599,1,2.95,35,0.9788
t54_122,54,136,81600,82199,1,2.23,34,0.3589
t28_001,28,60,36000,36599,1,2.04,1,0.0492
t96_037,96,8,4800,5399,1,1.59,3,0.3426
t43_047,43,99,59400,59999,1,1.2,17,0.0299
t54_123,54,84,50400,50999,1,1.66,31,0.1466
t35_015,35,25,15000,15599,1,1.98,4,0.8282
t55_119,55,102,61200,61799,1,1.39,40,0.5553
t83_007,83,63,37800,38399,1,1.32,5,0.2682
t98_026,98,20,12000,12599,1,2.3,6,0.7813
t53_119,53,90,54000,54599,1,2.57,40,0.5161
t42_012,42,122,73200,73799,1,2.08,8,0.7265
t43_048,43,132,79200,79799,1,1.1,9,0.946
t39_003,39,23,13800,14399,1,1.7,2,0.9406
t64_101,64,120,72000,72599,1,2.71,29,0.5661
t44_080,44,113,67800,68399,1,2.35,24,0.8705
t63_083,63,127,76200,76799,1,1.22,20,0.4447
t33_017,33,96,57600,58199,1,2.74,7,0.5907
t44_081,44,23,13800,14399,1,1.32,16,0.5833
t31_000,31,9,5400,5999,1,1.83,1,0.4999
t64_102,64,52,31200,31799,1,1.23,9,0.585
t99_000,99,32,19200,19799,1,2.67,3,0.8478
t68_004,68,26,15600,16199,1,1.53,1,0.905
t75_091,75,142,85200,85799,1,2.12,11,0.5067
t56_021,56,39,23400,23999,1,1.58,3,0.824
t55_120,55,13,7800,8399,1,2.77,23,0.8237
t64_103,64,65,39000,39599,1,1.01,31,0.953
t86_041,86,70,42000,42599,1,1.11,11,0.0006
t64_104,64,29,17400,17999,1,1.17,17,0.1125
t55_121,55,84,50400,50999,1,1.92,32,0.0503
t97_028,97,19,11400,11999,1,1.59,12,0.0079
t84_014,84,97,58200,58799,1,2.12,1,0.0059
t65_137,65,136,81600,82199,1,2.02,24,0.4279
t65_138,65,100,60000,60599,1,2.48,23,0.1235
t55_122,55,88,52800,53399,1,2.43,29,0.614
t86_042,86,99,59400,59999,1,1.57,8,0.4412
t75_092,75,51,30600,31199,1,1.0,28,0.9498
t98_027,98,27,16200,16799,1,1.15,6,0.1748
t54_124,54,129,77400,77999,1,2.91,33,0.1058
t75_093,75,28,16800,17399,1,1.59,20,0.9387
t65_139,65,140,84000,84599,1,1.23,22,0.1888
t54_125,54,95,57000,57599,1,2.72,37,0.5141
t44_082,44,102,61200,61799,1,1.83,26,0.0844
t55_123,55,104,62400,62999,1,2.19,38,0.5332
t96_038,96,45,27000,27599,1,2.09,12,0.1092
t54_126,54,123,73800,74399,1,2.25,28,0.2467
t27_002,27,72,43200,43799,1,2.75,1,0.6667
t64_105,64,64,38400,38999,1,1.71,34,0.5543
t54_127,54,123,73800,74399,1,1.05,28,0.0837
t74_052,74,75,45000,45599,1,2.36,12,0.5386
t65_140,65,63,37800,38399,1,1.69,30,0.908
t96_039,96,11,6600,7199,1,2.96,8,0.9146
t45_058,45,32,19200,19799,1,2.86,7,0.5173
t74_053,74,62,37200,37799,1,1.58,18,0.949
t75_094,75,71,42600,43199,1,2.18,33,0.7122
t75_095,75,133,79800,80399,1,3.0,9,0.9009
t54_128,54,70,42000,42599,1,1.93,32,0.2395
t53_120,53,80,48000,48599,1,2.88,37,0.4976
t54_129,54,91,54600,55199,1,1.32,35,0.5506
t84_015,84,94,56400,56999,1,2.36,3,0.5013
t98_028,98,39,23400,23999,1,1.39,10,0.8109
t55_124,55,65,39000,39599,1,1.84,29,0.3526
t83_008,83,114,68400,68999,1,1.93,6,0.0737
t63_084,63,0,0,599,1,1.38,22,0.935
t29_001,29,64,38400,38999,1,2.52,1,0.2266
t54_130,54,67,40200,40799,1,1.47,24,0.4025
t54_131,54,52,31200,31799,1,2.21,20,0.2559
t43_049,43,43,25800,26399,1,1.47,4,0.9803
t75_096,75,37,22200,22799,1,2.91,20,0.3079
t48_020,48,18,10800,11399,1,2.49,5,0.6973
t97_029,97,104,62400,62999,1,1.93,3,0.2497
t55_125,55,125,75000,75599,1,1.53,33,0.0185
t98_029,98,61,36600,37199,1,1.88,7,0.4524
t55_126,55,101,60600,61199,1,2.87,37,0.627
t65_141,65,133,79800,80399,1,1.49,23,0.2896
t74_054,74,131,78600,79199,1,2.48,12,0.7991
t24_007,24,86,51600,52199,1,1.38,1,0.5661
t93_003,93,0,0,599,1,2.27,2,0.0158
t35_016,35,69,41400,41999,1,2.95,2,0.5067
t24_008,24,37,22200,22799,1,1.72,2,0.0502
t65_142,65,49,29400,29999,1,2.2,30,0.1686
t72_005,72,31,18600,19199,1,2.02,1,0.237
t73_034,73,57,34200,34799,1,1.13,3,0.5691
t73_035,73,83,49800,50399,1,1.3,13,0.7734
t53_121,53,106,63600,64199,1,1.11,28,0.2869
t57_012,57,13,7800,8399,1,1.65,1,0.4369
t35_017,35,7,4200,4799,1,1.89,4,0.3485
t99_001,99,29,17400,17999,1,2.42,3,0.0404
t53_122,53,9,5400,5999,1,2.74,24,0.7125
t52_019,52,84,50400,50999,1,2.19,5,0.1743
t33_018,33,42,25200,25799,1,1.7,5,0.3143
t86_043,86,81,48600,49199,1,1.43,9,0.468
t53_123,53,124,74400,74999,1,2.4,25,0.7462
t13_001,13,27,16200,16799,1,2.44,2,0.958
t64_106,64,110,66000,66599,1,2.83,29,0.3001
t64_107,64,123,73800,74399,1,1.67,31,0.1285
t64_108,64,2,1200,1799,1,1.08,25,0.495
t45_059,45,138,82800,83399,1,1.12,10,0.3746
t51_005,51,123,73800,74399,1,2.43,2,0.8924
t74_055,74,103,61800,62399,1,2.52,16,0.6338
t60_001,60,20,12000,12599,1,1.69,1,0.2749
t53_124,53,3,1800,2399,1,2.92,25,0.7643
t34_034,34,56,33600,34199,1,2.49,10,0.6832
t65_143,65,15,9000,9599,1,1.3,17,0.4273
t32_007,32,32,19200,19799,1,2.82,2,0.8444
t86_044,86,54,32400,32999,1,1.62,19,0.8314
t64_109,64,65,39000,39599,1,1.19,31,0.6756
t63_085,63,131,78600,79199,1,1.46,23,0.5073
t45_060,45,85,51000,51599,1,2.22,18,0.1878
t55_127,55,112,67200,67799,1,2.05,40,0.232
t13_002,13,46,27600,28199,1,2.14,2,0.4901
t44_083,44,41,24600,25199,1,1.36,9,0.9563
t55_128,55,22,13200,13799,1,2.28,16,0.2477
t18_001,18,53,31800,32399,1,1.21,2,0.7716
t43_050,43,36,21600,22199,1,1.91,6,0.4503
t64_110,64,86,51600,52199,1,1.43,37,0.5725
t55_129,55,109,65400,65999,1,2.42,43,0.6432
t55_130,55,140,84000,84599,1,2.88,31,0.0372
t75_097,75,86,51600,52199,1,2.5,15,0.223
t16_004,16,28,16800,17399,1,2.1,1,0.2951
t92_004,92,19,11400,11999,1,2.86,3,0.8539
t54_132,54,85,51000,51599,1,1.68,32,0.8558
t53_125,53,3,1800,2399,1,2.76,25,0.6513
t73_036,73,20,12000,12599,1,1.42,11,0.608
t63_086,63,4,2400,2999,1,1.23,24,0.8035
t45_061,45,139,83400,83999,1,2.77,10,0.6023
t53_126,53,89,53400,53999,1,2.55,41,0.2005
t64_111,64,138,82800,83399,1,1.68,29,0.2445
t75_098,75,38,22800,23399,1,1.19,20,0.717
t55_131,55,69,41400,41999,1,1.48,28,0.0807
t65_144,65,79,47400,47999,1,2.61,33,0.982
t43_051,43,96,57600,58199,1,2.59,18,0.1446
t44_084,44,118,70800,71399,1,1.61,23,0.4967
t86_045,86,96,57600,58199,1,2.21,9,0.4103
t65_145,65,21,12600,13199,1,2.43,13,0.2388
t54_133,54,6,3600,4199,1,2.4,24,0.2359
t33_019,33,100,60000,60599,1,2.42,7,0.526
t63_087,63,71,42600,43199,1,2.07,26,0.3031
t53_127,53,115,69000,69599,1,2.24,31,0.5679
t48_021,48,57,34200,34799,1,2.4,5,0.5165
t73_037,73,118,70800,71399,1,1.31,8,0.2259
t86_046,86,133,79800,80399,1,2.02,14,0.0478
t54_134,54,85,51000,51599,1,1.99,32,0.1401
t51_006,51,141,84600,85199,1,2.29,2,0.6429
t75_099,75,84,50400,50999,1,1.46,16,0.7734
t44_085,44,102,61200,61799,1,1.29,26,0.861
t53_128,53,111,66600,67199,1,2.57,32,0.4958
t55_132,55,89,53400,53999,1,1.58,31,0.9995
t73_038,73,141,84600,85199,1,2.17,6,0.4995
t78_000,78,7,4200,4799,1,2.57,1,0.337
t64_112,64,110,66000,66599,1,2.68,29,0.4305
t44_086,44,134,80400,80999,1,1.08,17,0.5818
t63_088,63,84,50400,50999,1,2.87,28,0.8821
t53_129,53,102,61200,61799,1,1.92,33,0.7377
t54_135,54,4,2400,2999,1,1.08,18,0.117
t53_130,53,128,76800,77399,1,1.89,33,0.1558
t86_047,86,69,41400,41999,1,2.9,9,0.266
t53_131,53,141,84600,85199,1,1.77,21,0.9735
t64_113,64,138,82800,83399,1,2.16,29,0.8833
t63_089,63,91,54600,55199,1,2.1,25,0.6012
t56_022,56,53,31800,32399,1,1.97,2,0.5803
t75_100,75,127,76200,76799,1,1.34,11,0.1064
t74_056,74,5,3000,3599,1,1.96,11,0.2894
t94_005,94,130,78000,78599,1,2.98,1,0.563
t44_087,44,25,15000,15599,1,1.76,14,0.1711
t56_023,56,122,73200,73799,1,2.21,4,0.0956
t85_003,85,107,64200,64799,1,1.85,2,0.231
t63_090,63,1,600,1199,1,1.18,27,0.4039
t86_048,86,136,81600,82199,1,1.67,10,0.526
t64_114,64,81,48600,49199,1,1.39,44,0.9774
t64_115,64,62,37200,37799,1,2.4,29,0.1794
t52_020,52,67,40200,40799,1,2.07,6,0.0576
t85_004,85,52,31200,31799,1,1.75,1,0.961
t54_136,54,136,81600,82199,1,1.76,34,0.0269
t65_146,65,19,11400,11999,1,1.3,14,0.6764
t45_062,45,94,56400,56999,1,1.11,19,0.5001
t34_035,34,23,13800,14399,1,2.24,8,0.5175
t43_052,43,132,79200,79799,1,1.58,9,0.5609
t34_036,34,76,45600,46199,1,1.42,3,0.3419
t63_091,63,62,37200,37799,1,1.09,24,0.1934
t63_092,63,129,77400,77999,1,1.81,26,0.4472
t44_088,44,93,55800,56399,1,2.4,24,0.9328
t54_137,54,16,9600,10199,1,2.22,23,0.3492
t64_116,64,81,48600,49199,1,1.44,44,0.376
t55_133,55,80,48000,48599,1,2.44,22,0.5237
t55_134,55,119,71400,71999,1,2.25,28,0.2446
t98_030,98,56,33600,34199,1,1.73,7,0.9353
t54_138,54,31,18600,19199,1,1.88,19,0.52
t33_020,33,11,6600,7199,1,2.22,5,0.5898
t56_024,56,104,62400,62999,1,1.46,13,0.5772
t74_057,74,63,37800,38399,1,1.2,10,0.2472
t54_139,54,90,54000,54599,1,2.1,35,0.8895
t65_147,65,68,40800,41399,1,1.25,26,0.6777
t97_030,97,60,36000,36599,1,2.1,9,0.5507
t96_040,96,109,65400,65999,1,1.14,2,0.4239
t98_031,98,113,67800,68399,1,1.14,3,0.7205
t92_005,92,27,16200,16799,1,2.83,2,0.9682
t54_140,54,61,36600,37199,1,1.21,22,0.1261
t45_063,45,112,67200,67799,1,1.28,19,0.9609
t63_093,63,61,36600,37199,1,1.89,16,0.3115
t75_101,75,128,76800,77399,1,2.13,11,0.0463
t55_135,55,7,4200,4799,1,2.83,25,0.1832
t64_117,64,127,76200,76799,1,2.23,28,0.5099
t43_053,43,10,6000,6599,1,1.16,10,0.7586
t53_132,53,110,66000,66599,1,1.3,34,0.8
t65_148,65,29,17400,17999,1,2.09,20,0.4734
t63_094,63,88,52800,53399,1,1.08,29,0.0583
t65_149,65,34,20400,20999,1,2.66,18,0.2838
t64_118,64,79,47400,47999,1,2.68,37,0.2534
t42_013,42,71,42600,43199,1,1.48,5,0.2864
t63_095,63,67,40200,40799,1,2.65,34,0.8993
t55_136,55,112,67200,67799,1,2.92,40,0.8716
t54_141,54,135,81000,81599,1,1.21,37,0.4549
t54_142,54,27,16200,16799,1,2.46,18,0.1394
t73_039,73,85,51000,51599,1,1.38,13,0.424
t62_011,62,118,70800,71399,1,2.88,2,0.2937
t56_025,56,48,28800,29399,1,2.08,2,0.6011
t45_064,45,73,43800,44399,1,1.34,11,0.8418
t95_004,95,34,20400,20999,1,1.33,3,0.3296
t34_037,34,110,66000,66599,1,1.89,4,0.6203
t65_150,65,75,45000,45599,1,1.68,44,0.6398
t76_019,76,71,42600,43199,1,1.51,8,0.1751
t97_031,97,43,25800,26399,1,2.88,16,0.0589
t45_065,45,98,58800,59399,1,1.47,15,0.8947
t65_151,65,50,30000,30599,1,2.98,26,0.126
t54_143,54,3,1800,2399,1,1.74,20,0.2952
t63_096,63,17,10200,10799,1,2.79,21,0.3747
t07_001,7,52,31200,31799,1,2.59,1,0.8164
t56_026,56,105,63000,63599,1,2.6,12,0.6571
t63_097,63,135,81000,81599,1,1.85,22,0.1275
t32_008,32,54,32400,32999,1,1.83,2,0.4004
t34_038,34,93,55800,56399,1,2.25,7,0.2681
t82_003,82,74,44400,44999,1,1.0,1,0.1224
t97_032,97,26,15600,16199,1,1.85,15,0.8854
t55_137,55,95,57000,57599,1,2.43,37,0.965
t56_027,56,95,57000,57599,1,1.02,7,0.6807
t97_033,97,118,70800,71399,1,2.68,4,0.8067
t53_133,53,123,73800,74399,1,1.36,28,0.1981
t75_102,75,36,21600,22199,1,1.21,20,0.3087
t53_134,53,14,8400,8999,1,1.73,26,0.3339
t44_089,44,86,51600,52199,1,2.75,26,0.3403
t96_041,96,54,32400,32999,1,1.58,17,0.0906
t53_135,53,118,70800,71399,1,1.27,29,0.6168
t62_012,62,78,46800,47399,1,1.82,4,0.811
t93_004,93,1,600,1199,1,2.5,1,0.1886
t64_119,64,125,75000,75599,1,1.41,21,0.7101
t54_144,54,123,73800,74399,1,2.68,28,0.8838
t45_066,45,33,19800,20399,1,1.77,8,0.5126
t96_042,96,31,18600,19199,1,2.12,10,0.6049
t63_098,63,71,42600,43199,1,2.02,26,0.5053
t33_021,33,34,20400,20999,1,1.04,6,0.1902
t34_039,34,6,3600,4199,1,1.93,9,0.9541
t96_043,96,69,41400,41999,1,2.33,3,0.0284
t75_103,75,124,74400,74999,1,2.28,8,0.5956
t33_022,33,95,57000,57599,1,1.07,6,0.859
t54_145,54,95,57000,57599,1,1.78,37,0.8347
t73_040,73,67,40200,40799,1,2.31,10,0.2142
t65_152,65,79,47400,47999,1,2.23,33,0.664
t64_120,64,88,52800,53399,1,1.0,28,0.3057
t65_153,65,66,39600,40199,1,2.81,27,0.4494
t63_099,63,124,74400,74999,1,1.71,27,0.8197
t29_002,29,95,57000,57599,1,1.87,1,0.4054
t48_022,48,143,85800,86399,1,1.77,6,0.8549
t65_154,65,37,22200,22799,1,2.54,23,0.2321
t84_016,84,61,36600,37199,1,1.08,7,0.8897
t55_138,55,33,19800,20399,1,2.09,13,0.8481
t63_100,63,25,15000,15599,1,1.76,10,0.9719
t43_054,43,43,25800,26399,1,2.65,4,0.6069
t66_011,66,4,2400,2999,1,2.53,5,0.8002
t16_005,16,72,43200,43799,1,2.9,1,0.4295
t65_155,65,139,83400,83999,1,2.34,19,0.7742
t65_156,65,136,81600,82199,1,1.17,24,0.5585
t35_018,35,27,16200,16799,1,2.2,4,0.1086
t55_139,55,97,58200,58799,1,1.15,35,0.2953
t63_101,63,132,79200,79799,1,1.6,23,0.1876
t52_021,52,138,82800,83399,1,2.01,5,0.7079
t54_146,54,24,14400,14999,1,1.85,15,0.099
t86_049,86,104,62400,62999,1,1.47,10,0.4301
t18_002,18,30,18000,18599,1,1.57,2,0.039
t16_006,16,59,35400,35999,1,1.11,1,0.9388
t65_157,65,101,60600,61199,1,2.56,26,0.9269
t43_055,43,126,75600,76199,1,2.55,12,0.3779
t74_058,74,5,3000,3599,1,1.41,11,0.6783
t54_147,54,77,46200,46799,1,2.16,35,0.8511
t65_158,65,24,14400,14999,1,2.11,15,0.6637
t64_121,64,64,38400,38999,1,1.08,34,0.6485
t48_023,48,4,2400,2999,1,1.86,4,0.7396
t54_148,54,119,71400,71999,1,1.55,25,0.1729
t55_140,55,124,74400,74999,1,1.76,28,0.3679
t73_041,73,94,56400,56999,1,1.78,9,0.3978
t65_159,65,39,23400,23999,1,2.93,19,0.4826
t34_040,34,87,52200,52799,1,2.65,8,0.9633
t65_160,65,90,54000,54599,1,1.58,28,0.722
t44_090,44,130,78000,78599,1,2.88,21,0.158
t64_122,64,25,15000,15599,1,1.23,17,0.2747
t53_136,53,109,65400,65999,1,1.17,37,0.9009
t86_050,86,72,43200,43799,1,1.13,10,0.3981
t45_067,45,92,55200,55799,1,2.62,21,0.7548
t63_102,63,68,40800,41399,1,2.91,34,0.8918
t54_149,54,135,81000,81599,1,2.32,37,0.9115
t75_104,75,33,19800,20399,1,1.85,22,0.3815
t54_150,54,117,70200,70799,1,2.16,27,0.2849
t43_056,43,97,58200,58799,1,1.3,21,0.0482
t97_034,97,13,7800,8399,1,2.06,11,0.7091
t73_042,73,14,8400,8999,1,1.53,7,0.3586
t44_091,44,15,9000,9599,1,2.17,16,0.3803
t44_092,44,136,81600,82199,1,1.5,20,0.257
t34_041,34,54,32400,32999,1,1.76,7,0.3717
t53_137,53,60,36000,36599,1,1.48,20,0.2115
t72_006,72,43,25800,26399,1,2.79,2,0.5232
t43_057,43,117,70200,70799,1,2.13,10,0.0039
t74_059,74,7,4200,4799,1,1.99,10,0.9244
t63_103,63,135,81000,81599,1,2.69,22,0.0207
t64_123,64,143,85800,86399,1,1.53,15,0.3096
t65_161,65,40,24000,24599,1,2.18,21,0.1824
t64_124,64,107,64200,64799,1,2.61,31,0.3491
t65_162,65,84,50400,50999,1,1.02,33,0.9214
t52_022,52,141,84600,85199,1,1.16,6,0.636
t63_104,63,47,28200,28799,1,2.58,6,0.3693
t63_105,63,114,68400,68999,1,2.62,19,0.8579
t83_009,83,115,69000,69599,1,2.57,4,0.7229
t54_151,54,26,15600,16199,1,2.38,15,0.1856
t64_125,64,139,83400,83999,1,2.76,30,0.0541
t43_058,43,127,76200,76799,1,2.45,14,0.686
t83_010,83,40,24000,24599,1,2.31,1,0.2693
t44_093,44,141,84600,85199,1,2.08,19,0.1948
t56_028,56,84,50400,50999,1,1.97,4,0.96
t86_051,86,100,60000,60599,1,2.85,9,0.6568
t23_003,23,42,25200,25799,1,2.07,1,0.3208
t73_043,73,5,3000,3599,1,1.82,14,0.391
t33_023,33,95,57000,57599,1,2.31,6,0.0743
t56_029,56,101,60600,61199,1,2.4,7,0.2385
t53_138,53,72,43200,43799,1,1.08,28,0.2385
t34_042,34,16,9600,10199,1,1.52,5,0.0072
t54_152,54,120,72000,72599,1,1.72,25,0.6684
t86_052,86,58,34800,35399,1,1.29,20,0.6258
t54_153,54,19,11400,11999,1,1.92,17,0.973
t54_154,54,91,54600,55199,1,1.96,35,0.1806
t54_155,54,44,26400,26999,1,2.09,17,0.3438
t54_156,54,122,73200,73799,1,2.95,27,0.8075
t75_105,75,98,58800,59399,1,1.87,15,0.4517
t65_163,65,141,84600,85199,1,2.39,29,0.6058
t54_157,54,131,78600,79199,1,2.63,27,0.2288
t45_068,45,137,82200,82799,1,1.36,10,0.7546
t55_141,55,85,51000,51599,1,2.65,32,0.9255
t54_158,54,73,43800,44399,1,2.6,31,0.9752
t44_094,44,133,79800,80399,1,1.18,18,0.3725
t54_159,54,81,48600,49199,1,2.21,38,0.6406
t76_020,76,114,68400,68999,1,2.31,5,0.8964
t97_035,97,51,30600,31199,1,1.88,17,0.6624
t44_095,44,106,63600,64199,1,2.15,28,0.1277
t63_106,63,0,0,599,1,1.36,22,0.2519
t54_160,54,87,52200,52799,1,1.95,36,0.3402
t44_096,44,142,85200,85799,1,1.56,17,0.902
t54_161,54,91,54600,55199,1,2.91,35,0.7948
t45_069,45,71,42600,43199,1,2.01,6,0.2543
t64_126,64,142,85200,85799,1,1.37,17,0.0698
t65_164,65,76,45600,46199,1,1.99,42,0.9868
t44_097,44,97,58200,58799,1,1.26,30,0.9848
t63_107,63,107,64200,64799,1,1.34,20,0.9195
t84_017,84,22,13200,13799,1,1.67,1,0.0314
t64_127,64,107,64200,64799,1,1.14,31,0.7076
t86_053,86,15,9000,9599,1,2.34,7,0.501
t64_128,64,63,37800,38399,1,1.32,24,0.42
t55_142,55,90,54000,54599,1,2.37,34,0.73
t42_014,42,2,1200,1799,1,1.56,2,0.7005
t86_054,86,132,79200,79799,1,1.18,14,0.4838
t56_030,56,102,61200,61799,1,1.81,9,0.545
t82_004,82,18,10800,11399,1,2.62,2,0.7724
t56_031,56,114,68400,68999,1,1.43,8,0.5704
t82_005,82,117,70200,70799,1,1.57,1,0.4932
t43_059,43,22,13200,13799,1,1.71,6,0.4072
t55_143,55,140,84000,84599,1,2.25,31,0.8463
t64_129,64,91,54600,55199,1,1.65,32,0.6139
t74_060,74,102,61200,61799,1,1.7,15,0.7686
t55_144,55,55,33000,33599,1,1.59,9,0.4009
t99_002,99,43,25800,26399,1,1.69,3,0.6779
t56_032,56,113,67800,68399,1,1.93,8,0.2713
t98_032,98,71,42600,43199,1,1.21,4,0.8929
t55_145,55,93,55800,56399,1,2.56,46,0.0336
t54_162,54,109,65400,65999,1,2.15,31,0.0114
t44_098,44,63,37800,38399,1,1.45,15,0.2543
t75_106,75,44,26400,26999,1,1.14,21,0.6037
t42_015,42,139,83400,83999,1,2.27,2,0.861
t73_044,73,19,11400,11999,1,1.79,9,0.9235
t64_130,64,82,49200,49799,1,2.37,43,0.6589
t63_108,63,6,3600,4199,1,1.78,20,0.3133
t35_019,35,56,33600,34199,1,2.22,4,0.6556
t23_004,23,12,7200,7799,1,2.95,1,0.527
t45_070,45,86,51600,52199,1,2.91,12,0.5853
t98_033,98,37,22200,22799,1,1.34,8,0.2423
t56_033,56,93,55800,56399,1,1.32,6,0.1492
t53_139,53,27,16200,16799,1,1.24,10,0.9008
t55_146,55,114,68400,68999,1,1.31,43,0.495
t53_140,53,94,56400,56999,1,1.53,35,0.2996
t54_163,54,58,34800,35399,1,1.85,19,0.8614
t65_165,65,40,24000,24599,1,2.5,21,0.6997
t55_147,55,135,81000,81599,1,2.02,28,0.3271
t75_107,75,64,38400,38999,1,2.58,23,0.0162
t53_141,53,95,57000,57599,1,1.22,35,0.6516
t48_024,48,17,10200,10799,1,1.81,5,0.5241
t44_099,44,128,76800,77399,1,1.55,20,0.5729
t56_034,56,63,37800,38399,1,1.98,6,0.2634
t54_164,54,20,12000,12599,1,2.37,21,0.8734
t63_109,63,82,49200,49799,1,2.34,32,0.2678
t64_131,64,58,34800,35399,1,2.04,26,0.9721
t37_003,37,32,19200,19799,1,2.51,2,0.2258
t54_165,54,12,7200,7799,1,2.55,18,0.073
t53_142,53,29,17400,17999,1,1.68,8,0.3556
t31_001,31,135,81000,81599,1,2.61,1,0.5563
t97_036,97,11,6600,7199,1,1.14,10,0.5172
t42_016,42,100,60000,60599,1,2.78,3,0.7717
t84_018,84,12,7200,7799,1,1.54,6,0.4266
t54_166,54,28,16800,17399,1,1.75,14,0.7987
t43_060,43,120,72000,72599,1,1.61,13,0.2871
t65_166,65,10,6000,6599,1,1.68,20,0.6972
t97_037,97,79,47400,47999,1,2.67,2,0.4639
t65_167,65,77,46200,46799,1,1.47,42,0.8632
t53_143,53,102,61200,61799,1,2.47,33,0.9957
t85_005,85,51,30600,31199,1,1.23,2,0.8348
t75_108,75,36,21600,22199,1,1.92,20,0.0714
t42_017,42,85,51000,51599,1,1.68,4,0.419
t53_144,53,81,48600,49199,1,1.97,27,0.0762
t44_100,44,130,78000,78599,1,1.76,21,0.29
t74_061,74,94,56400,56999,1,2.11,12,0.9828
t34_043,34,54,32400,32999,1,1.62,7,0.733
t73_045,73,37,22200,22799,1,2.1,5,0.1896
t45_071,45,34,20400,20999,1,2.4,8,0.0122
t44_101,44,118,70800,71399,1,2.44,23,0.3435
t76_021,76,49,29400,29999,1,1.26,8,0.3282
t37_004,37,128,76800,77399,1,1.35,2,0.3317
t83_011,83,125,75000,75599,1,1.17,6,0.4108
t54_167,54,95,57000,57599,1,2.31,37,0.6865
t53_145,53,1,600,1199,1,1.28,22,0.1473
t65_168,65,80,48000,48599,1,2.32,33,0.4507
t36_002,36,32,19200,19799,1,2.58,1,0.0843
t43_061,43,78,46800,47399,1,2.76,15,0.6431
t65_169,65,119,71400,71999,1,2.36,28,0.0564
t52_023,52,128,76800,77399,1,2.15,6,0.2731
t54_168,54,72,43200,43799,1,1.14,35,0.7626
t34_044,34,58,34800,35399,1,1.5,9,0.3707
t53_146,53,54,32400,32999,1,2.93,11,0.9672
t65_170,65,44,26400,26999,1,1.73,25,0.1913
t56_035,56,91,54600,55199,1,1.58,7,0.8695
t15_001,15,19,11400,11999,1,1.89,1,0.8858
t34_045,34,113,67800,68399,1,1.86,6,0.1082
t64_132,64,79,47400,47999,1,2.79,37,0.5383
t97_038,97,29,17400,17999,1,2.72,11,0.2175
t54_169,54,78,46800,47399,1,1.65,36,0.3233
t65_171,65,21,12600,13199,1,1.75,13,0.9158
t53_147,53,70,42000,42599,1,2.08,24,0.789
t97_039,97,1,600,1199,1,2.21,6,0.0111
t24_009,24,61,36600,37199,1,2.63,2,0.05
t54_170,54,139,83400,83999,1,1.1,36,0.7106
t96_044,96,22,13200,13799,1,1.7,13,0.035
t86_055,86,57,34200,34799,1,1.21,16,0.8607
t75_109,75,53,31800,32399,1,2.23,24,0.1394
t49_001,49,89,53400,53999,1,2.52,1,0.7503
t43_062,43,60,36000,36599,1,1.52,8,0.43
t64_133,64,142,85200,85799,1,2.32,17,0.9888
t92_006,92,9,5400,5999,1,2.54,1,0.5467
t75_110,75,70,42000,42599,1,1.9,30,0.0535
t55_148,55,76,45600,46199,1,2.97,25,0.9164
t75_111,75,58,34800,35399,1,1.98,32,0.0309
t63_110,63,82,49200,49799,1,1.38,32,0.6508
t52_024,52,15,9000,9599,1,2.48,5,0.5084
t63_111,63,119,71400,71999,1,1.36,27,0.4966
t65_172,65,82,49200,49799,1,2.7,32,0.2711
t53_148,53,61,36600,37199,1,1.89,21,0.3248
t35_020,35,113,67800,68399,1,2.43,6,0.0681
t65_173,65,85,51000,51599,1,1.47,32,0.345
t53_149,53,101,60600,61199,1,2.49,32,0.5428
t64_134,64,21,12600,13199,1,2.13,12,0.4334
t96_045,96,52,31200,31799,1,1.34,17,0.9229
t54_171,54,125,75000,75599,1,2.35,35,0.2819
t55_149,55,123,73800,74399,1,2.64,28,0.2072
t54_172,54,54,32400,32999,1,2.58,23,0.9475
t73_046,73,117,70200,70799,1,1.21,11,0.6247
t43_063,43,9,5400,5999,1,1.78,14,0.9921
t23_005,23,29,17400,17999,1,1.27,2,0.1386
t48_025,48,25,15000,15599,1,2.31,5,0.6558
t43_064,43,58,34800,35399,1,1.25,9,0.24
t53_150,53,81,48600,49199,1,2.44,27,0.6885
t53_151,53,104,62400,62999,1,2.28,28,0.2085
t53_152,53,110,66000,66599,1,2.77,34,0.9219
t74_062,74,66,39600,40199,1,1.11,5,0.3078
t83_012,83,56,33600,34199,1,2.34,1,0.4774
t76_022,76,35,21000,21599,1,2.95,3,0.534
t33_024,33,71,42600,43199,1,2.65,6,0.4495
t55_150,55,101,60600,61199,1,1.86,37,0.6845
t64_135,64,109,65400,65999,1,2.47,32,0.8756
t65_174,65,105,63000,63599,1,2.66,19,0.3315
t43_065,43,104,62400,62999,1,2.02,19,0.5828
t53_153,53,111,66600,67199,1,2.94,32,0.4973
t54_173,54,45,27000,27599,1,1.81,19,0.6517
t45_072,45,100,60000,60599,1,2.83,15,0.283
t53_154,53,97,58200,58799,1,1.21,40,0.2339
t53_155,53,28,16800,17399,1,2.74,8,0.1071
